rodada_id;id;data_partida;clube_mandante_id;clube_visitante_id
4;49;2018-06-30 11:00:00;14;3
4;50;2018-06-30 15:00:00;32;25
4;51;2018-07-01 11:00:00;13;26
4;52;2018-07-01 15:00:00;10;11
4;53;2018-07-02 11:00:00;6;20
4;54;2018-07-02 15:00:00;5;18
4;55;2018-07-03 11:00:00;29;30
4;56;2018-07-03 15:00:00;7;15









